,Id,Label,name,Degree,Authority,Modularity.Class,PageRank,Clustering.Coefficient,Number.of.triangles,Eigenvector.Centrality,Eccentricity,Closeness.Centrality,Betweenness.Centrality,ave_view,ave_comment,ave_mylist,ave_starttime,ave_length,Points,training,modify_probability
114.0 ,305.0 ,305.0 ,ガンプラ,9,5.00E-04,21,0.000522,1,36,0.030192126,3,2.665289256,0,6050.75,105.25,39.5,2013/1/29 10:04,400.75,6746.711999,0,0.193958838
115.0 ,308.0 ,308.0 ,welbike,9,5.00E-04,4,0.00056,1,36,0.014569,3,2.808264463,0,8728,129,56,2013/4/6 18:58,266,9695.132952,0,0.00764591
116.0 ,314.0 ,314.0 ,インフレ,10,5.50E-04,14,0.000535,1,45,0.042125603,3,2.559504132,0,2029,70,24,2013/8/24 22:31,463,2456.691945,0,0.02738503
117.0 ,315.0 ,315.0 ,AOZ,9,5.00E-04,21,0.000522,1,36,0.030192126,3,2.665289256,0,8905,146,77,2013/8/27 19:57,288,10203.66477,0,0.15608494
118.0 ,319.0 ,319.0 ,ＡＣ3,9,5.00E-04,22,0.00058,1,36,0.049960355,3,2.410743802,0,18705,521,41,2010/3/16 15:21,601,19826.91161,0,0.478527974
119.0 ,320.0 ,320.0 ,BORDERBREAK,8,4.50E-04,22,0.000466,0.892857143,25,0.062194953,3,2.256198347,15.73479866,1006.4,83.2,3.6,2011/5/21 6:43,636.5,1137.267911,1,0
120.0 ,332.0 ,332.0 ,ACfa,9,5.00E-04,22,0.000536,1,36,0.056411385,3,2.410743802,0,4887.333333,236,19.66666667,2011/7/23 7:23,703.3333333,5407.503856,0,0.218264312
121.0 ,333.0 ,333.0 ,PS,15,7.99E-04,22,0.000842,0.571428571,60,0.076945412,3,2.333057851,75.34910011,2669.6,83.2,24,2011/8/25 23:57,672.4,3110.307116,0,0.51182113
122.0 ,339.0 ,339.0 ,ウルヲイ,12,6.49E-04,22,0.000675,0.787878788,52,0.064230584,3,2.375206612,7.504861485,52591.5,4787.5,154.5,2010/8/17 14:30,1327.5,59298.12069,0,0.995238086
123.0 ,341.0 ,341.0 ,ACE2,14,7.49E-04,22,0.000818,0.725274725,66,0.056448208,3,2.404958678,5.409356725,34896,1517.5,81.5,2011/11/10 7:07,1658,37572.90077,0,0.995288725
124.0 ,348.0 ,348.0 ,akazome,9,5.00E-04,22,0.00058,1,36,0.049960355,3,2.410743802,0,2840,133,10,2011/10/4 23:50,854,3117.070064,0,0.746264369
125.0 ,354.0 ,354.0 ,ACE,13,6.99E-04,22,0.00077,0.794871795,62,0.055131709,3,2.407438017,2.666666667,28790.66667,490,56.66666667,2010/9/15 17:26,558.3333333,30122.48256,0,0.769486348
126.0 ,358.0 ,358.0 ,haru..ゆっくり怪談.,9,5.00E-04,9,0.000516,1,36,0.025363762,3,2.725619835,0,3308.147439,1632.648525,431.2380185,2011/7/6 19:10,827.5190609,10913.17779,0,0.209913074
127.0 ,359.0 ,359.0 ,X.....,9,5.00E-04,9,0.000493,1,36,0.028841922,3,2.725619835,0,20196.66834,1036.940625,117.1898491,2011/7/27 22:29,836.7214443,22941.09578,0,0.29362907
128.0 ,367.0 ,367.0 ,こっくり,10,5.50E-04,9,0.000558,0.866666667,39,0.015237941,3,2.889256198,15.59200025,13404.5,1033.5,76,2010/8/12 10:20,532.5,15504.40745,0,0.3470293
129.0 ,371.0 ,371.0 ,J..ｰ..し.破ぁ...,9,5.00E-04,9,0.000514,1,36,0.018719738,4,2.847933884,0,11056.9057,1502.81782,406.3449182,2011/7/10 4:15,750.0896383,18480.71486,0,0.165223041
130.0 ,375.0 ,375.0 ,2chホラーリンク,12,6.49E-04,9,0.000651,0.757575758,50,0.025196264,3,2.788429752,5.246731026,4174.235955,27.25280899,4.438202247,2015/2/27 7:38,298.0449438,4267.88521,0,0.009686517
131.0 ,379.0 ,379.0 ,2chホラーリンク,12,6.49E-04,9,0.000651,0.757575758,50,0.025196264,3,2.788429752,5.246731026,15000,27.25280899,4.438202247,2015/2/27 7:38,298.0449438,15093.77643,0,0.009686517
132.0 ,380.0 ,380.0 ,ｲｲﾊﾅｼﾀﾞﾅｰ,17,8.99E-04,22,0.000835,0.485294118,66,0.091985324,3,2.157024793,404.605282,9567,452.8,66.8,2011/2/25 2:25,843.8,11001.47325,0,0.973099183
133.0 ,386.0 ,386.0 ,インド人にビックリ,10,5.50E-04,14,0.000535,1,45,0.039920042,3,2.590082645,0,9795,145,50,2009/12/5 11:55,92,10687.8954,0,0.254900811
134.0 ,389.0 ,389.0 ,DigInfo_TV,10,5.50E-04,21,0.00061,1,45,0.015930132,3,2.81322314,0,10743,442,81,2011/7/1 3:23,260,12382.65897,0,0.785703289
135.0 ,391.0 ,391.0 ,カイザーP,10,5.50E-04,14,0.000557,0.955555556,43,0.028580511,3,2.690082645,0.475,14454.66667,440.6666667,129.6666667,2012/12/17 6:39,390.3333333,16827.40907,0,0.0415809
136.0 ,392.0 ,392.0 ,MikuMikudance,44,0.002248089,14,0.002135156,0.269556025,255,0.115326189,3,2.185950413,3014.240093,8832.4,230.05,89.95,2012/10/5 23:06,500.35,10405.91758,0,0.511249839
137.0 ,400.0 ,400.0 ,X2倍速動画,9,5.00E-04,16,0.000585,1,36,0.03461143,3,2.395041322,0,10264.11694,2219.40074,17.80327432,2011/6/22 18:53,731.4793779,12356.54926,0,0.05295444
138.0 ,405.0 ,405.0 ,NovelsM@ster,9,5.00E-04,11,0.000577,1,36,0.013906713,3,2.880165289,0,475,51,2,2012/7/8 11:55,200,551.0738636,1,0
139.0 ,408.0 ,408.0 ,きめぇ丸,17,8.99E-04,14,0.000905,0.551470588,75,0.069065856,3,2.35785124,27.34192844,4733.285714,188.2857143,95.42857143,2012/10/3 1:48,653.2857143,6345.933723,0,0.059990048
140.0 ,417.0 ,417.0 ,ＧＵＲＰＳ,9,5.00E-04,22,0.000508,1,36,0.046446381,3,2.381818182,0,1033,88,32,2013/3/31 23:23,782,1594.283608,1,0
141.0 ,419.0 ,419.0 ,ＣＭＬ.Ｐ,9,5.00E-04,22,0.000502,1,36,0.045338264,3,2.446280992,0,7207.349408,1509.015402,433.1144505,2011/7/13 19:34,712.9180217,14964.20101,0,0.465952596
142.0 ,422.0 ,422.0 ,Death_House_the_Final_Nightmare,9,5.00E-04,22,0.000558,1,36,0.05349245,3,2.410743802,0,11580,631,15,2010/11/23 20:21,695,12403.43326,0,0.681618607
143.0 ,427.0 ,427.0 ,X.うしのなかにいる.,9,5.00E-04,22,0.00055,1,36,0.05363109,3,2.410743802,0,1705.001505,2158.114851,692.5017546,2011/7/7 10:59,702.2766112,13228.28751,0,0.354837612
144.0 ,428.0 ,428.0 ,きんにく.ゲーム実況者.,10,5.50E-04,13,0.000574,1,45,0.046291193,3,2.365289256,0,33769.20607,429.7209694,178.2791511,2011/6/16 23:26,535.8133093,36867.74272,0,0.034051967
145.0 ,429.0 ,429.0 ,X.かっせる,9,5.00E-04,22,0.000512,1,36,0.058088992,3,2.382644628,0,11415.8989,1742.744963,689.7708592,2011/7/10 9:40,640.5237115,23285.89212,0,0.31817857
146.0 ,435.0 ,435.0 ,SGB,10,5.50E-04,22,0.000584,1,45,0.057662832,3,2.383471074,0,81156,1515,232,2010/9/14 0:59,621,86123.31433,0,0.664601387
147.0 ,437.0 ,437.0 ,Rainbowsix,9,5.00E-04,14,0.000549,1,36,0.055428411,3,2.395041322,0,17245,552,48,2010/9/29 21:25,541,18499.92496,0,0.143704807
148.0 ,440.0 ,440.0 ,CALLING～黒き着信～,9,5.00E-04,5,0.000581,1,36,0.051740643,3,2.410743802,0,194320.2,8549.6,596.8,2010/9/15 17:39,1250.4,211462.5486,1,0
149.0 ,445.0 ,445.0 ,EAT_LEAD,10,5.50E-04,22,0.000589,1,45,0.057429203,3,2.383471074,0,38212,2240,122,2010/10/27 2:11,835,42158.3346,0,0.908349233
150.0 ,456.0 ,456.0 ,DQN虐殺,9,5.00E-04,22,0.000551,1,36,0.055867084,3,2.384297521,0,83362,3089,342,2010/11/14 0:44,1018,91471.06117,0,0.914899191
151.0 ,461.0 ,461.0 ,X._....ｲｲﾊﾅｼﾀﾞﾅｰ,10,5.50E-04,7,0.000591,1,45,0.054801019,3,2.400826446,0,37605.05166,810.6781785,242.1791828,2011/6/1 4:53,635.7333454,42031.4172,0,0.099121893
152.0 ,462.0 ,462.0 ,Mount.amp.Blade,11,5.99E-04,7,0.000631,0.854545455,47,0.062691107,3,2.302479339,91.76159406,31356.44468,1469.909083,142.8296453,2011/5/28 16:09,517.1507906,34903.26353,0,0.061944572
153.0 ,463.0 ,463.0 ,JONY,9,5.00E-04,22,0.000581,1,36,0.051740643,3,2.410743802,0,17531,1081.5,72.5,2011/2/18 6:10,1288.5,19637.40207,0,0.962054301
154.0 ,465.0 ,465.0 ,ＲＰＧツクール,10,5.50E-04,22,0.000579,1,45,0.057816601,3,2.375206612,0,324270,20342,772,2010/11/19 14:18,948,354993.922,1,0
155.0 ,467.0 ,467.0 ,DeadSpace,9,5.00E-04,0,0.000581,1,36,0.051740643,3,2.410743802,0,361228,33452,2629,2011/5/8 21:42,1390,431298.461,1,0
156.0 ,471.0 ,471.0 ,ruina,10,5.50E-04,22,0.000587,1,45,0.056272192,3,2.409917355,0,10038,450,99,2011/6/10 7:59,1127,11953.87277,0,0.966492785
157.0 ,472.0 ,472.0 ,アミバ,10,5.50E-04,13,0.000586,1,45,0.055206995,3,2.400826446,0,9101,511,50,2011/5/15 13:08,1414,10334.97444,0,0.979085478
158.0 ,475.0 ,475.0 ,RPGツクール,27,0.001398811,22,0.001365527,0.404558405,142,0.115346912,3,2.096694215,836.1870572,38662.75,1745.5,447,2011/7/2 5:48,1055.5,47038.67525,0,0.803686436
159.0 ,480.0 ,480.0 ,X2.56,9,5.00E-04,22,0.000558,1,36,0.053202356,3,2.410743802,0,15465.20443,1948.064366,247.6263807,2011/7/4 14:02,875.5451029,20912.78555,0,0.649903494
160.0 ,481.0 ,481.0 ,てるもこは永遠の輝き,12,6.49E-04,14,0.000633,0.954545455,63,0.041819903,3,2.582644628,5.872636345,19831.5,392,434,2010/12/10 11:24,209.5,26726.06135,0,0.571038735
161.0 ,482.0 ,482.0 ,GTASA,10,5.50E-04,14,0.00055,1,45,0.030449862,3,2.680991736,0,2576,78.5,18.5,2013/7/2 11:39,962.5,2929.694632,0,0.463138514
162.0 ,483.0 ,483.0 ,X.安全運転.危険運転,9,5.00E-04,14,0.00054,1,36,0.025826941,3,2.681818182,0,6324.872853,1097.565683,376.3949195,2011/7/15 7:07,771.6749038,12913.89686,0,0.355727558
163.0 ,484.0 ,484.0 ,ｷｬｰｲｸｻｰﾝ,14,7.49E-04,22,0.000784,0.571428571,52,0.075431248,3,2.226446281,441.2085207,12488.66667,453.6666667,103.6666667,2011/6/21 9:10,954,14481.55736,0,0.98683058
164.0 ,485.0 ,485.0 ,MMDドラマ,20,0.001049108,14,0.001035076,0.636842105,121,0.035400988,3,2.659504132,13.42222222,22675.66667,485.5,174.5,2013/4/14 23:38,246.6666667,25768.56581,0,0.30598371
165.0 ,486.0 ,486.0 ,SF,18,9.49E-04,14,0.000882,0.607843137,93,0.060464546,3,2.52231405,122.0707863,2432.875,93.9375,36.625,2014/2/15 15:18,576.9375,3072.745148,0,0.187704676
166.0 ,488.0 ,488.0 ,ゆっくり劇場,208,0.010441125,14,0.009641697,0.067075437,1444,0.378827931,2,1.828099174,47314.17754,32292.85841,814.9115044,303.0973451,2012/9/11 7:37,601.7876106,37634.3539,0,0.511249832
167.0 ,489.0 ,489.0 ,X30代ホイホイ,9,5.00E-04,14,0.00051,1,36,0.029293004,3,2.681818182,0,12066.21814,1907.099305,606.134738,2011/6/27 11:42,672.6517216,22815.87593,0,0.38068245
168.0 ,490.0 ,490.0 ,さとりんのカリスマ改悟室,11,5.99E-04,14,0.000577,0.981818182,54,0.064310641,3,2.163636364,12.82344331,39960,829.5,167.5,2009/3/2 15:51,123,43285.20018,0,0.049796152
169.0 ,492.0 ,492.0 ,NEW_蓬莱ZUN,10,5.50E-04,14,0.000552,1,45,0.032371272,3,2.676859504,0,21554,908,335,2010/2/21 23:22,517,27450.83454,0,0.711467119
170.0 ,493.0 ,493.0 ,sims3,10,5.50E-04,14,0.000651,0.866666667,39,0.036676801,3,2.32892562,2.849025974,25951.66667,1255.666667,227,2012/7/11 16:22,1124.333333,30554.8616,0,0.162513318
171.0 ,495.0 ,495.0 ,あらかわいい,13,6.99E-04,14,0.000657,0.820512821,64,0.032926665,3,2.684297521,6.342332389,23303.5,426.5,97,2010/10/5 1:37,198,25177.36571,0,0.644571901
172.0 ,496.0 ,496.0 ,R-TYPE,28,0.001448769,15,0.001470235,0.420634921,159,0.085910917,3,2.295867769,41.35558257,178147.25,4499.25,913.125,2011/2/11 7:26,915,196233.0934,1,0
173.0 ,498.0 ,498.0 ,アイ.マイ.まいん.,10,5.50E-04,14,0.000528,1,45,0.029353982,3,2.688429752,0,36941.66467,1719.904891,173.6878798,2011/6/1 6:54,539.1813665,41190.71798,0,0.441364862
174.0 ,499.0 ,499.0 ,ＨＤＤがバイド化,9,5.00E-04,15,0.000536,1,36,0.055637474,3,2.312396694,0,222308,5764,754,2010/11/17 17:47,1204,239236.808,1,0
175.0 ,500.0 ,500.0 ,ShootingGameBuilder,9,5.00E-04,15,0.000559,1,36,0.038721843,3,2.328099174,0,333,128,6,2011/5/11 0:04,1715,515.9164882,1,0
176.0 ,501.0 ,501.0 ,X.審議中.,9,5.00E-04,14,0.000496,1,36,0.027054686,3,2.708264463,0,1204.860913,2094.417087,481.9894238,2011/6/15 22:34,913.6105396,9369.036654,0,0.756315268
177.0 ,502.0 ,502.0 ,MMR,10,5.50E-04,14,0.000539,1,45,0.027730494,3,2.705785124,0,18739,622,111,2011/7/7 2:26,238,21006.13127,0,0.082367423
178.0 ,504.0 ,504.0 ,ニコニコ休憩所,29,0.001498726,14,0.001349512,0.426108374,173,0.079257567,3,2.469421488,444.4290224,48204.55556,818.7777778,191.3333333,2010/9/8 10:38,200.2222222,51879.71144,0,0.884614581
179.0 ,505.0 ,505.0 ,ゆっくりラジオ,19,9.99E-04,14,0.000941,0.608187135,104,0.073375492,3,2.157024793,312.9148349,17433.14286,519.1428571,128.4285714,2011/1/10 6:27,468.1428571,19863.80839,0,0.510128558
180.0 ,508.0 ,508.0 ,まんじゅうこわい,11,5.99E-04,21,0.000568,0.945454545,52,0.046137028,3,2.527272727,1.965835655,24930.5,511.5,433.5,2010/12/12 5:01,1504,31934.3888,0,0.996908003
181.0 ,510.0 ,510.0 ,そっと評価されるべき,17,8.99E-04,14,0.000844,0.573529412,78,0.056656238,3,2.502479339,175.760587,12144.33333,363.1666667,224.5,2011/3/11 0:52,293.5,15864.64106,0,0.315812296
182.0 ,511.0 ,511.0 ,ハロワ,10,5.50E-04,21,0.000524,1,45,0.045134141,3,2.528099174,0,15909,409,60,2010/12/20 8:45,2112,17207.78624,0,0.991253599
183.0 ,512.0 ,512.0 ,かわいいぜ...,9,5.00E-04,14,0.00048,0.666666667,24,0.036464433,3,2.633057851,9.680035036,20335.73276,2212.762526,359.7918331,2011/7/8 0:35,755.0661873,27731.63712,0,0.180395009
184.0 ,513.0 ,513.0 ,Action-ZERO,9,5.00E-04,15,0.000536,1,36,0.055637474,3,2.312396694,0,215333,5115,874,2011/1/17 5:31,1208,233439.7866,1,0
185.0 ,514.0 ,514.0 ,へうげもの,10,5.50E-04,21,0.00053,1,45,0.042276999,3,2.554545455,0,13365,231,55,2011/1/23 15:14,1212,14417.09106,0,0.99160898
186.0 ,515.0 ,515.0 ,Better_Life,9,5.00E-04,14,0.000601,1,36,0.035644463,3,2.332231405,0,10851,696,66,2012/10/13 11:36,861,12495.28675,0,0.024860413
187.0 ,516.0 ,516.0 ,どら痛,20,0.001049108,14,0.000982,0.547368421,104,0.071621103,3,2.246280992,327.3971898,10081.2,224.4,201.2,2011/2/2 1:29,370,13318.80736,0,0.294119221
188.0 ,518.0 ,518.0 ,swf,11,5.99E-04,14,0.000651,0.745454545,41,0.035662276,3,2.58677686,140.4830975,2413.5,45.5,10,2009/7/18 4:37,71.5,2608.161503,0,0.056374852
189.0 ,520.0 ,520.0 ,KYM,9,5.00E-04,14,0.000507,1,36,0.03349314,3,2.646280992,0,2573,91,6,2010/6/5 16:07,321,2750.898502,0,0.227338735
190.0 ,521.0 ,521.0 ,X.作者の相対時間で半年です,10,5.50E-04,14,0.000518,1,45,0.046301685,3,2.566115702,0,18315.86868,1508.14814,267.9266155,2011/6/11 6:44,670.6604692,23729.71094,0,0.532908642
191.0 ,522.0 ,522.0 ,UTAU,25,0.001298896,8,0.00127009,0.426666667,128,0.06518205,3,2.300826446,1957.225828,32287.54839,1223.129032,919.2258065,2011/3/12 19:44,308.0322581,47255.61262,0,0.54264696
192.0 ,534.0 ,534.0 ,ゆっくりしていってね！,64,0.00324724,9,0.002834514,0.209821429,423,0.185951935,3,1.960330579,4820.382191,17313.75,94,201.5,2010/8/26 8:21,204.75,20429.74822,0,0.511249832
193.0 ,540.0 ,540.0 ,X.歌_.お経,9,5.00E-04,21,0.000525,1,36,0.024739691,3,2.718181818,0,5546.568945,1335.912114,186.7520704,2011/7/12 19:26,594.1061778,9431.307408,0,0.812363733
194.0 ,546.0 ,546.0 ,ＤＴＯ,9,5.00E-04,17,0.000588,1,36,0.035456741,3,2.336363636,0,2029,242,33,2008/9/28 15:34,156,2740.581597,0,0.02258441
195.0 ,548.0 ,548.0 ,JOYSOUND配信中,9,5.00E-04,21,0.000514,1,36,0.027601908,3,2.662809917,0,583804,19225,8779,2008/10/7 21:33,163,734109.8879,1,0
196.0 ,555.0 ,555.0 ,YUKKULOID,12,6.49E-04,21,0.000598,0.863636364,57,0.039826264,3,2.681818182,18.71515732,22852.33333,474.3333333,957.6666667,2008/12/12 2:13,179.6666667,37682.40176,0,0.939662643
197.0 ,556.0 ,556.0 ,さるの,10,5.50E-04,14,0.000517,0.8,36,0.087106084,3,2.131404959,36.34223749,1595.333333,87.66666667,11.66666667,2011/4/5 14:04,816.3333333,1853.464922,1,0
198.0 ,558.0 ,558.0 ,MGS,10,5.50E-04,1,0.000598,1,45,0.016985389,3,2.82892562,0,3780,111,25,2008/11/24 17:53,556,4262.853677,0,0.259950809
199.0 ,562.0 ,562.0 ,SPY,9,5.00E-04,14,0.000531,1,36,0.029376016,3,2.681818182,0,13944,599,205,2008/12/3 4:54,303,17593.67121,0,0.405710407
200.0 ,564.0 ,564.0 ,mmmboP,10,5.50E-04,8,0.000579,1,45,0.017330806,3,2.824793388,0,55970.33333,1228.666667,2363,2008/12/25 10:57,244.3333333,92618.65461,0,0.338357265
201.0 ,566.0 ,566.0 ,アフレコ,16,8.49E-04,15,0.000806,0.591666667,71,0.099433551,3,2.099173554,277.638503,124438.5,3033.5,871.5,2010/6/23 0:11,625.5,140472.8008,1,0
202.0 ,567.0 ,567.0 ,だいたいあってる,10,5.50E-04,21,0.000547,1,45,0.029740289,3,2.671900826,0,8704,267,88,2008/12/7 17:41,155,10283.13059,0,0.846109563
203.0 ,568.0 ,568.0 ,アイドルマスター,36,0.001848429,22,0.001764059,0.285714286,180,0.115128167,3,2.127272727,2430.21813,2602.222222,94,45.77777778,2013/2/11 14:04,461.8888889,3379.666423,0,0.511578162
204.0 ,569.0 ,569.0 ,くろりちん,22,0.001149023,14,0.001054279,0.536796537,124,0.06138432,3,2.531404959,190.653513,19699.66667,702.1666667,272.3333333,2011/11/26 22:20,369.5,24462.98531,0,0.369605028
205.0 ,570.0 ,570.0 ,R-18,26,0.001348854,14,0.001227829,0.467692308,152,0.076729182,3,2.479338843,354.9474126,18686.5,888.25,139,2010/12/16 2:32,671.375,21619.72778,0,0.825165865
206.0 ,572.0 ,572.0 ,X.オナ.禁符.鬼に肉棒.,10,5.50E-04,14,0.000536,1,45,0.030537289,3,2.707438017,0,21776.38534,1410.045852,178.3027696,2011/6/15 15:35,532.7106329,25775.87742,0,0.475593729
207.0 ,573.0 ,573.0 ,10分怪談,19,9.99E-04,9,0.000886,0.678362573,116,0.056651361,3,2.628099174,62.07752791,14365.4,313,31.4,2012/9/27 10:31,599.2,15142.73988,0,0.055245601
208.0 ,576.0 ,576.0 ,BL,9,5.00E-04,21,0.000488,1,36,0.041356524,3,2.645454545,0,1123.5,35,17.5,2009/10/18 16:18,403,1419.958333,1,0
209.0 ,579.0 ,579.0 ,９分で良い,9,5.00E-04,20,0.000543,1,36,0.041613215,3,2.282644628,0,37082,2388,497,2009/1/23 3:51,540,46782.31869,0,0.126622346
210.0 ,581.0 ,581.0 ,X3雲,9,5.00E-04,21,0.000492,1,36,0.031966569,3,2.704132231,0,12130.28932,835.2949402,237.221478,2011/7/14 22:42,795.5221626,16471.06027,0,0.934328535
211.0 ,582.0 ,582.0 ,テキスト読み上げシリーズ,18,9.49E-04,21,0.000902,0.568627451,87,0.054620566,3,2.578512397,190.3896109,9901,757.3333333,183.6666667,2009/7/14 20:10,396,13360.43223,0,0.873304162
212.0 ,624.0 ,624.0 ,サムネバイバイ,31,0.001598641,9,0.001434855,0.367741935,171,0.131737608,3,2.071900826,1809.412972,13714.93333,607.6666667,59.4,2011/4/17 8:04,657.7333333,15187.92493,0,0.530869197
213.0 ,654.0 ,654.0 ,yumeyume,9,5.00E-04,22,0.00057,1,36,0.052120554,3,2.410743802,0,12420.6,384.2,46.4,2011/6/10 18:52,794.2,13489.31394,0,0.599157497
214.0 ,661.0 ,661.0 ,ゆっくり実況プレイ,514,0.02572813,22,0.025521114,0.024711584,3258,0.829241105,3,1.578512397,133619.2283,17360.38517,693.377921,112.825141,2012/2/7 21:45,813.8960516,19719.67553,0,0.511249832
215.0 ,668.0 ,668.0 ,グラディウス,9,5.00E-04,22,0.000558,1,36,0.053393373,3,2.410743802,0,7685,278,64,2011/7/14 21:17,671.5,8913.371995,0,0.332241708
216.0 ,677.0 ,677.0 ,HANASU,9,5.00E-04,8,0.00054,1,36,0.040692957,3,2.41322314,0,3548,37.66666667,54,2012/2/8 22:08,267,4395.276857,0,1.97E-06
217.0 ,678.0 ,678.0 ,バイク,31,0.001598641,4,0.001530829,0.335483871,156,0.067974888,3,2.432231405,1559.436993,8766.346154,180.5512821,48.42307692,2012/6/18 1:53,525.8589744,9669.619621,0,0.539113849
218.0 ,684.0 ,684.0 ,チルノ,26,0.001348854,14,0.001274171,0.415384615,135,0.109255948,3,2.103305785,1027.117511,3130,117.5,41.875,2011/1/2 13:15,499.75,3871.427774,0,0.790207569
219.0 ,690.0 ,690.0 ,ツーリング,10,5.50E-04,4,0.000568,1,45,0.022887805,3,2.73553719,0,7875.56,153.72,34.64,2012/8/2 19:02,577.36,8545.949683,0,0.017182614
220.0 ,700.0 ,700.0 ,ゆっくり車載,19,9.99E-04,4,0.000958,0.561403509,96,0.035446864,3,2.71322314,31.58715575,7478.762963,189.3333333,48.93333333,2012/1/12 17:18,543.6222222,8397.451101,0,0.077910178
221.0 ,715.0 ,715.0 ,ゆっくり実況,129,0.00649448,4,0.00593988,0.109617248,905,0.295792988,3,1.895867769,25937.90056,4062.961977,176.6387833,24.15209125,2012/4/28 7:01,564.0912548,4594.564336,0,0.511249832
222.0 ,748.0 ,748.0 ,ゆっくり解説Part1リンク,53,0.002697707,21,0.002324285,0.275761974,380,0.188483779,3,1.959504132,3099.89327,21887.44853,897.8014706,319.6838235,2011/10/17 8:48,492.4632353,27545.62097,0,0.511249832
223.0 ,761.0 ,761.0 ,ありがとう,9,5.00E-04,5,0.000581,1,36,0.051740643,3,2.410743802,0,78462.66667,3470.333333,607,2010/12/24 20:33,967,90892.0924,0,0.695846086
224.0 ,781.0 ,781.0 ,X2ch.1,10,5.50E-04,22,0.000551,1,45,0.046111245,3,2.421487603,0,26341.18797,391.7213651,254.3096013,2011/5/30 12:23,598.859223,30541.86749,0,0.476347705
225.0 ,844.0 ,844.0 ,ゆっくり旅行,22,0.001149023,4,0.001041257,0.515151515,119,0.077491439,3,2.436363636,300.7607408,6566.883929,210.1339286,52.14285714,2012/11/8 17:07,583.0089286,7552.694874,0,0.239734505
226.0 ,845.0 ,845.0 ,ニコニコ海外旅行,10,5.50E-04,14,0.000535,1,45,0.039920042,3,2.590082645,0,4586.131579,195.1052632,34.5,2012/7/25 5:40,521.7105263,5290.832327,0,0.049387821
227.0 ,902.0 ,902.0 ,TRPGオリジナルリプレイ動画リンク,12,6.49E-04,22,0.000647,0.772727273,51,0.071263698,3,2.332231405,11.822466,3083,149.25,54,2013/4/25 12:46,891.5,4035.471586,0,0.719662269
228.0 ,912.0 ,912.0 ,ソードワールド2.0,9,5.00E-04,22,0.000532,1,36,0.055879201,3,2.403305785,0,6998,103.5,41.5,2012/11/8 15:16,490.5,7722.500315,0,0.090697823
229.0 ,924.0 ,924.0 ,ソードワールド2.0,29,0.001498726,22,0.001473641,0.403940887,164,0.091110683,3,2.34214876,122.3280009,6998,103.5,41.5,2012/11/8 15:16,490.5,7722.500315,0,0.878105213
230.0 ,936.0 ,936.0 ,WII,9,5.00E-04,5,0.000581,1,36,0.051740643,3,2.410743802,0,105808,4917,487.5,2011/2/2 1:49,1072.5,117820.1064,1,0
231.0 ,937.0 ,937.0 ,DIEジェスト,9,5.00E-04,22,0.000558,1,36,0.053202356,3,2.410743802,0,3680,271,13,2011/8/20 19:23,1449.333333,4127.473007,0,0.979794969
232.0 ,944.0 ,944.0 ,ＢＦ３,9,5.00E-04,22,0.000568,1,36,0.047772181,3,2.410743802,0,27876.33333,353.3333333,48.33333333,2012/3/17 1:56,730.3333333,28950.25177,0,0.236845954
233.0 ,999.0 ,999.0 ,イヤホン推奨,9,5.00E-04,21,0.000538,1,36,0.019776277,3,2.766115702,0,27807,1559.333333,79.66666667,2011/2/6 17:17,908,30478.75776,0,0.970225704
234.0 ,1029.0 ,1029.0 ,VOCALOID.UTAUカバー曲,10,5.50E-04,8,0.000542,1,45,0.023172894,3,2.798347107,0,23348.68367,1564.96056,243.3705805,2011/5/25 16:04,664.5310285,28466.85031,0,0.353321114
235.0 ,1044.0 ,1044.0 ,ニコニ・コモンズ,22,0.001149023,21,0.000993,0.562770563,130,0.096252312,3,2.368595041,148.3826512,7008.083333,329.0833333,130.5833333,2010/2/16 19:30,324.75,9281.414863,0,0.523065607
236.0 ,1055.0 ,1055.0 ,Fate/Zero,13,6.99E-04,19,0.000782,0.846153846,66,0.040241314,3,2.420661157,1.714285714,32911.66667,736,472,2012/7/12 8:26,753.3333333,40711.79031,0,0.172100535
237.0 ,1070.0 ,1070.0 ,シモエル,26,0.001348854,22,0.001352265,0.341538462,111,0.090374042,3,2.253719008,330.8985724,34387.16667,626.3333333,98.5,2010/10/21 18:32,965.5833333,36479.82737,0,0.867729193
238.0 ,1072.0 ,1072.0 ,お絵かき講座,9,5.00E-04,21,0.000494,1,36,0.04932187,3,2.301652893,0,15627,501,925,2010/8/2 21:43,933.3333333,29988.28112,0,0.622737266
239.0 ,1073.0 ,1073.0 ,アーダン一人クリア,10,5.50E-04,22,0.00058,1,45,0.056642903,3,2.409917355,0,9328.333333,231.6666667,48,2010/5/31 7:57,820,10274.41409,0,0.810090779
240.0 ,1076.0 ,1076.0 ,エンディングだぞ、泣けよ,14,7.49E-04,22,0.000765,0.692307692,63,0.069202357,3,2.376859504,10.94247464,71676.66667,1440.333333,278.6666667,2010/9/20 4:43,1251,77268.73457,0,0.990602927
241.0 ,1077.0 ,1077.0 ,windowsムービーメーカー,10,5.50E-04,21,0.000524,1,45,0.055959808,3,2.303305785,0,19314,599,1051,2010/9/28 20:58,363,35660.8849,0,0.091968318
